Appl No,Product,Party,Prod No,Patent No,Patent Expiration,Drug Substance Claim,Drug Product Claim,Patent Use Code,Patent Use Description,Delist Requested
20965,AMINOLEVULINIC ACID HYDROCHLORIDE,DUSA,1,8216289,2018-05-01,"","",U-289,TREATMENT OF NON-HYPERKERATOTIC ACTINIC KERATOSES OF FACE AND SCALP,""
20972,EFAVIRENZ,BRISTOL MYERS SQUIBB,1,6555133,2019-04-06,"","",U-248,TREATMENT OF HIV,""
20972,EFAVIRENZ,BRISTOL MYERS SQUIBB,2,6555133,2019-04-06,"","",U-248,TREATMENT OF HIV,""
20972,EFAVIRENZ,BRISTOL MYERS SQUIBB,3,6555133,2019-04-06,"","",U-248,TREATMENT OF HIV,""
20977,ABACAVIR SULFATE,VIIV HLTHCARE,1,6294540,2018-05-14,Y,Y,U-65,METHOD OF TREATMENT OF A PATIENT INFECTED WITH HIV,""
20978,ABACAVIR SULFATE,VIIV HLTHCARE,1,6294540,2018-05-14,Y,Y,U-65,METHOD OF TREATMENT OF A PATIENT INFECTED WITH HIV,""
20983,ALBUTEROL SULFATE,GLAXOSMITHKLINE,1,6558651,2016-12-19,"",Y,U-716,THE TREATMENT OR PREVENTION OF BRONCHOSPASM IN ADULTS AND CHILDREN 4 YEARS OF AGE AND OLDER WITH REVERSIBLE OBSTRUCTIVE AIRWAYS DISEASE AND THE PREVEN,""
20983,ALBUTEROL SULFATE,GLAXOSMITHKLINE,1,6743413,2021-06-01,"","",U-716,THE TREATMENT OR PREVENTION OF BRONCHOSPASM IN ADULTS AND CHILDREN 4 YEARS OF AGE AND OLDER WITH REVERSIBLE OBSTRUCTIVE AIRWAYS DISEASE AND THE PREVEN,""
20985,FLUOROURACIL,VALEANT PHARMS NORTH,1,6670335,2021-06-02,"",Y,U-68,TREATMENT OF ACTINIC KERATOSIS,""
20990,SERTRALINE HYDROCHLORIDE,PFIZER,1,6727283,2019-10-11,"",Y,U-580,TREATMENT OF DISORDERS OF THE SEROTONERGIC SYSTEM SUCH AS DEPRESSION AND ANXIETY-RELATED DISORDERS,""
21014,OXCARBAZEPINE,NOVARTIS,1,7037525,2018-02-12,"","",U-724,METHOD OF TREATING SEIZURES,""
21014,OXCARBAZEPINE,NOVARTIS,2,7037525,2018-02-12,"","",U-724,METHOD OF TREATING SEIZURES,""
21014,OXCARBAZEPINE,NOVARTIS,3,7037525,2018-02-12,"","",U-724,METHOD OF TREATING SEIZURES,""
21015,TESTOSTERONE,ABBVIE,1,6503894,2020-08-30,"","",U-490,TESTOSTERONE REPLACEMENT THERAPY IN MALES FOR CONDITIONS ASSOCIATED WITH A DEFICIENCY OR ABSENCE OF ENDOGENOUS TESTOSTERONE,""
21015,TESTOSTERONE,ABBVIE,2,6503894,2020-08-30,"","",U-490,TESTOSTERONE REPLACEMENT THERAPY IN MALES FOR CONDITIONS ASSOCIATED WITH A DEFICIENCY OR ABSENCE OF ENDOGENOUS TESTOSTERONE,""
21015,TESTOSTERONE,ABBVIE,3,6503894,2020-08-30,"","",U-490,TESTOSTERONE REPLACEMENT THERAPY IN MALES FOR CONDITIONS ASSOCIATED WITH A DEFICIENCY OR ABSENCE OF ENDOGENOUS TESTOSTERONE,""
21016,ELETRIPTAN HYDROBROMIDE,PFIZER IRELAND,1,5545644,2016-12-26,Y,Y,U-876,TREATMENT OF MIGRAINE WITH OR WITHOUT AURA,""
21016,ELETRIPTAN HYDROBROMIDE,PFIZER IRELAND,2,5545644,2016-12-26,Y,Y,U-876,TREATMENT OF MIGRAINE WITH OR WITHOUT AURA,""
21038,DEXMEDETOMIDINE HYDROCHLORIDE,HOSPIRA,2,8455527,2032-01-04,"","",U-421,USE FOR SEDATION,""
21038,DEXMEDETOMIDINE HYDROCHLORIDE,HOSPIRA,3,8455527,2032-01-04,"","",U-421,USE FOR SEDATION,""
21040,ESTRADIOL; NORGESTIMATE,TEVA WOMENS,1,6747019,2020-03-20,"","",U-311,HORMONE REPLACEMENT,""
21040,ESTRADIOL; NORGESTIMATE,TEVA WOMENS,1,7320970,2020-03-30,"",Y,U-844,PREFEST IS INDICATED IN WOMEN WHO HAVE A UTERUS FOR THE TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE; TREATMENT OF VUL,""
21042,ROFECOXIB,MERCK,1,6063811,2017-05-06,"","",U-602,"SIGNS AND SYMPTOMS OF OSTEOARTHRITIS, RHEUMATOID ARTHRITIS IN ADULTS, AND/OR PAUCIARTICULAR OR POLYARTICULAR COURSE JUVENILE RHEUMATOID ARTHRITIS, ACU",""
21042,ROFECOXIB,MERCK,2,6063811,2017-05-06,"","",U-602,"SIGNS AND SYMPTOMS OF OSTEOARTHRITIS, RHEUMATOID ARTHRITIS IN ADULTS, AND/OR PAUCIARTICULAR OR POLYARTICULAR COURSE JUVENILE RHEUMATOID ARTHRITIS, ACU",""
21042,ROFECOXIB,MERCK,3,6063811,2017-05-06,"","",U-602,"SIGNS AND SYMPTOMS OF OSTEOARTHRITIS, RHEUMATOID ARTHRITIS IN ADULTS, AND/OR PAUCIARTICULAR OR POLYARTICULAR COURSE JUVENILE RHEUMATOID ARTHRITIS, ACU",""
21052,ROFECOXIB,MERCK,1,6063811,2017-05-06,"","",U-266,RELIEF OF THE SIGNS AND SYMPTOMS OF OSTEOARTHRITIS; RELIEF OF THE SIGNS AND SYMPTOMS OF RHEUMATOID ARTHRITIS IN ADULTS; MANAGEMENT OF ACUTE PAIN IN AD,""
21052,ROFECOXIB,MERCK,2,6063811,2017-05-06,"","",U-266,RELIEF OF THE SIGNS AND SYMPTOMS OF OSTEOARTHRITIS; RELIEF OF THE SIGNS AND SYMPTOMS OF RHEUMATOID ARTHRITIS IN ADULTS; MANAGEMENT OF ACUTE PAIN IN AD,""
21055,BEXAROTENE,VALEANT LUXEMBOURG,1,5962731,2016-10-05,"","",U-475,TREATMENT OF CUTANEOUS MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PATIENTS WHO ARE REFRACTORY TO AT LEAST ONE PRIOR SYSTEMIC THERAPY,""
21057,GANIRELIX ACETATE,ORGANON USA INC,1,6653286,2018-06-16,"","",U-1354,INHIBITION OF PREMATURE LH SURGES IN WOMEN UNDERGOING CONTROLLED OVARIAN HYPERSTIMULATION WITH FSH,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,1,5364842,2016-12-30,"","",U-55,TREATMENT OF PAIN,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,1,5364842,2016-12-30,"","",U-48,ANALGESIA,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,2,5364842,2016-12-30,"","",U-55,TREATMENT OF PAIN,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,2,5364842,2016-12-30,"","",U-48,ANALGESIA,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,3,5364842,2016-12-30,"","",U-55,TREATMENT OF PAIN,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,3,5364842,2016-12-30,"","",U-48,ANALGESIA,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,4,5364842,2016-12-30,"","",U-55,TREATMENT OF PAIN,""
21060,ZICONOTIDE ACETATE,JAZZ PHARMS INTL,4,5364842,2016-12-30,"","",U-48,ANALGESIA,""
21071,ROSIGLITAZONE MALEATE,SB PHARMCO,2,6288095,2017-02-11,"","",U-420,METHOD OF TREATMENT OF TYPE II DIABETES,Y
21071,ROSIGLITAZONE MALEATE,SB PHARMCO,3,6288095,2017-02-11,"","",U-420,METHOD OF TREATMENT OF TYPE II DIABETES,Y
21071,ROSIGLITAZONE MALEATE,SB PHARMCO,4,6288095,2017-02-11,"","",U-420,METHOD OF TREATMENT OF TYPE II DIABETES,Y
21073,PIOGLITAZONE HYDROCHLORIDE,TAKEDA PHARMS USA,1,6303640,2016-08-09,"","",U-425,METHOD OF REDUCING SIDE EFFECTS OF ACTIVE COMPONENTS ADMIN TO A DIABETIC BY ADMIN A CHEMICAL COMPOUND HAVING FORMULA (INCL PIOGLITAZONE) IN COMBINATIO,""
21073,PIOGLITAZONE HYDROCHLORIDE,TAKEDA PHARMS USA,2,6303640,2016-08-09,"","",U-425,METHOD OF REDUCING SIDE EFFECTS OF ACTIVE COMPONENTS ADMIN TO A DIABETIC BY ADMIN A CHEMICAL COMPOUND HAVING FORMULA (INCL PIOGLITAZONE) IN COMBINATIO,""
21073,PIOGLITAZONE HYDROCHLORIDE,TAKEDA PHARMS USA,3,6303640,2016-08-09,"","",U-425,METHOD OF REDUCING SIDE EFFECTS OF ACTIVE COMPONENTS ADMIN TO A DIABETIC BY ADMIN A CHEMICAL COMPOUND HAVING FORMULA (INCL PIOGLITAZONE) IN COMBINATIO,""
21085,MOXIFLOXACIN HYDROCHLORIDE,BAYER HLTHCARE,1,5849752,2016-12-05,"","",U-298,METHOD OF COMBATING BACTERIA IN A PATIENT,""
21086,OLANZAPINE,LILLY,1,6960577,2017-11-01,"","",U-964,ZYPREXA ZYDIS AND FLUOXETINE IN COMBINATION FOR THE ACUTE TREATMENT OF TREATMENT RESISTANT DEPRESSION IN ADULTS,""
21086,OLANZAPINE,LILLY,2,6960577,2017-11-01,"","",U-964,ZYPREXA ZYDIS AND FLUOXETINE IN COMBINATION FOR THE ACUTE TREATMENT OF TREATMENT RESISTANT DEPRESSION IN ADULTS,""
21086,OLANZAPINE,LILLY,3,6960577,2017-11-01,"","",U-964,ZYPREXA ZYDIS AND FLUOXETINE IN COMBINATION FOR THE ACUTE TREATMENT OF TREATMENT RESISTANT DEPRESSION IN ADULTS,""
21086,OLANZAPINE,LILLY,4,6960577,2017-11-01,"","",U-964,ZYPREXA ZYDIS AND FLUOXETINE IN COMBINATION FOR THE ACUTE TREATMENT OF TREATMENT RESISTANT DEPRESSION IN ADULTS,""
21088,LEUPROLIDE ACETATE,ORTHO MCNEIL JANSSEN,1,5728396,2017-01-30,"","",U-316,METHOD OF TREATING A SUBJECT SUFFERING FROM PROSTATE CANCER,""
21399,GEFITINIB,ASTRAZENECA,1,5770599,2017-05-05,Y,Y,U-881,TREATMENT OF NON-SMALL CELL LUNG CANCER,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,1,6362178,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,1,7696206,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,1,8273876,2027-07-23,"","",U-1288,TREATEMENT OF ERECTIILE DYSFUNCTION BY ADMINISTERING A FILM-COATED TABLET,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,2,6362178,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,2,7696206,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,2,8273876,2027-07-23,"","",U-1288,TREATEMENT OF ERECTIILE DYSFUNCTION BY ADMINISTERING A FILM-COATED TABLET,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,3,6362178,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,3,7696206,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,3,8273876,2027-07-23,"","",U-1288,TREATEMENT OF ERECTIILE DYSFUNCTION BY ADMINISTERING A FILM-COATED TABLET,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,4,6362178,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,4,7696206,2018-10-31,Y,Y,U-533,ERECTILE DYSFUNCTION,""
21400,VARDENAFIL HYDROCHLORIDE,BAYER HLTHCARE,4,8273876,2027-07-23,"","",U-1288,TREATEMENT OF ERECTIILE DYSFUNCTION BY ADMINISTERING A FILM-COATED TABLET,""
21406,CALCITONIN SALMON RECOMBINANT,UPSHER SMITH,1,6440392,2021-02-02,"",Y,U-227,NASAL ADMINISTRATION,""
21406,CALCITONIN SALMON RECOMBINANT,UPSHER SMITH,1,RE43580,2021-02-02,"",Y,U-227,NASAL ADMINISTRATION,""
21410,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,SB PHARMCO,1,6288095,2017-02-11,"","",U-493,TREATMENT OF TYPE 2 DIABETES MELLITUS,Y
21410,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,SB PHARMCO,2,6288095,2017-02-11,"","",U-493,TREATMENT OF TYPE 2 DIABETES MELLITUS,Y
21410,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,SB PHARMCO,3,6288095,2017-02-11,"","",U-493,TREATMENT OF TYPE 2 DIABETES MELLITUS,Y
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,1,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,2,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,3,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,4,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,5,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,6,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,7,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21411,ATOMOXETINE HYDROCHLORIDE,LILLY,8,5658590,2016-11-26,"","",U-494,TREATMENT OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER,""
21427,DULOXETINE HYDROCHLORIDE,LILLY,1,6596756,2019-09-10,"","",U-882,MANAGEMENT OF FIBROMYALGIA (FM),""
21427,DULOXETINE HYDROCHLORIDE,LILLY,2,6596756,2019-09-10,"","",U-882,MANAGEMENT OF FIBROMYALGIA (FM),""
21427,DULOXETINE HYDROCHLORIDE,LILLY,4,6596756,2019-09-10,"","",U-882,MANAGEMENT OF FIBROMYALGIA (FM),""
21433,FLUTICASONE PROPIONATE,GLAXO GRP LTD,1,6743413,2021-06-01,"","",U-581,"METHOD OF TREATING A CONDITION CAPABLE OF TREATMENT BY INHALATION, E.G. ASTHMA, COMPRISING ADMINISTRATION OF A FORMULATION CLAIMED IN US PATENT NO. 67",""
21433,FLUTICASONE PROPIONATE,GLAXO GRP LTD,2,6743413,2021-06-01,"","",U-581,"METHOD OF TREATING A CONDITION CAPABLE OF TREATMENT BY INHALATION, E.G. ASTHMA, COMPRISING ADMINISTRATION OF A FORMULATION CLAIMED IN US PATENT NO. 67",""
21433,FLUTICASONE PROPIONATE,GLAXO GRP LTD,3,6743413,2021-06-01,"","",U-581,"METHOD OF TREATING A CONDITION CAPABLE OF TREATMENT BY INHALATION, E.G. ASTHMA, COMPRISING ADMINISTRATION OF A FORMULATION CLAIMED IN US PATENT NO. 67",""
21437,EPLERENONE,GD SEARLE LLC,1,6410054,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,1,6410054,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,1,6410524,2019-11-05,"","",U-467,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR FOR TREATING HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,1,6495165,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,1,6495165,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,1,6534093,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,1,6534093,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,1,6558707,2019-12-08,"",Y,U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,1,6747020,2019-11-05,"","",U-587,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR (AND OPTIONALLY A DIURETIC) FOR TREATING CONGESTIVE HEART FAILU,""
21437,EPLERENONE,GD SEARLE LLC,1,7157101,2019-12-08,"",Y,U-664,"TREATMENT OF CONDITIONS FOR WHICH AN ALDOSTERONE RECEPTOR BLOCKER IS INDICATED, SUCH AS HYPERTENSION, HEART FAILURE, AND POST-MYOCARDIAL INFARCTION",""
21437,EPLERENONE,GD SEARLE LLC,2,6410054,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,2,6410054,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,2,6410524,2019-11-05,"","",U-467,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR FOR TREATING HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,2,6495165,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,2,6495165,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,2,6534093,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,2,6534093,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,2,6558707,2019-12-08,"",Y,U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,2,6747020,2019-11-05,"","",U-587,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR (AND OPTIONALLY A DIURETIC) FOR TREATING CONGESTIVE HEART FAILU,""
21437,EPLERENONE,GD SEARLE LLC,2,7157101,2019-12-08,"",Y,U-664,"TREATMENT OF CONDITIONS FOR WHICH AN ALDOSTERONE RECEPTOR BLOCKER IS INDICATED, SUCH AS HYPERTENSION, HEART FAILURE, AND POST-MYOCARDIAL INFARCTION",""
21437,EPLERENONE,GD SEARLE LLC,3,6410054,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,3,6410054,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,3,6410524,2019-11-05,"","",U-467,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR FOR TREATING HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,3,6495165,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,3,6495165,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,3,6534093,2019-12-08,"","",U-3,TREATMENT OF HYPERTENSION,""
21437,EPLERENONE,GD SEARLE LLC,3,6534093,2019-12-08,"","",U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,3,6558707,2019-12-08,"",Y,U-537,"TREATMENT OF CONDITIONS RELATED TO HYPERALDOSTERONISM SUCH AS HYPERTENSION AND CARDIAC INSUFFICIENCY, WITH EPLERENONE",""
21437,EPLERENONE,GD SEARLE LLC,3,6747020,2019-11-05,"","",U-587,USE OF EPLERENONE IN COMBINATION WITH AN ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITOR (AND OPTIONALLY A DIURETIC) FOR TREATING CONGESTIVE HEART FAILU,""
21437,EPLERENONE,GD SEARLE LLC,3,7157101,2019-12-08,"",Y,U-664,"TREATMENT OF CONDITIONS FOR WHICH AN ALDOSTERONE RECEPTOR BLOCKER IS INDICATED, SUCH AS HYPERTENSION, HEART FAILURE, AND POST-MYOCARDIAL INFARCTION",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,1,6660726,2021-03-08,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,1,6660726,2021-03-08,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,1,6855703,2021-02-12,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,1,6855703,2021-02-12,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,2,6660726,2021-03-08,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,2,6660726,2021-03-08,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,2,6855703,2021-02-12,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,2,6855703,2021-02-12,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,3,6660726,2021-03-08,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,3,6660726,2021-03-08,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,3,6855703,2021-02-12,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,3,6855703,2021-02-12,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,4,6660726,2021-03-08,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,4,6660726,2021-03-08,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,4,6855703,2021-02-12,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,4,6855703,2021-02-12,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,5,6660726,2021-03-08,Y,Y,U-905,"TREATMENT OF MODERATE TO SEVERE VAGINAL DRYNESS AND PAIN WITH INTERCOURSE, SYMPTOMS OF VULVAR AND VAGINAL ATROPHY, ASSOCIATED WITH MENOPAUSE",""
21443,"ESTROGENS, CONJUGATED SYNTHETIC B",TEVA WOMENS,5,6660726,2021-03-08,Y,Y,U-904,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE,""
